player_display_name,position,team,games_played,ppr_per_game,ppr_std_dev,target_share_pct,yards_per_carry,yards_per_reception,ppr_change_24_to_25,career_avg_ppr,career_games_played,composite_score,position_rank,tier,vorp
Jaret Patterson,RB,LAC,6,4.283333333333333,4.316209757028343,0.7421150278293136,3.8780487804878048,2.6666666666666665,,4.283333333333333,6,2.98847040622483,75,5,-5.547364032327072
Trayveon Williams,RB,CLE,4,4.05,3.738538038681252,1.5355086372360844,5.285714285714286,7.857142857142857,,1.3578124999999999,27,2.9284385883956245,76,5,-5.607395850156277
Sean Tucker,RB,TB,17,5.376470588235295,8.235026518761543,2.037037037037037,3.7209302325581395,4.25,,3.716993464052288,37,2.9059626326068315,77,5,-5.62987180594507
Isaiah Davis,RB,NYJ,16,4.45,5.174295443181935,6.0606060606060606,5.488372093023256,8.857142857142858,,3.9903846153846154,29,2.89771136704542,78,5,-5.638123071506482
Cam Akers,RB,MIN,2,3.5900000000000003,2.3900209204105307,0.2145922746781116,3.8,NaN,,5.09469696969697,27,2.8729937238768413,79,5,-5.662840714675061
Braelon Allen,RB,NYJ,4,3.825,3.442261853297431,0.6493506493506493,4.222222222222222,8.5,,4.418382352941176,21,2.7923214440107706,80,5,-5.743512994541131
Brittain Brown,RB,CHI,2,4.85,6.858935777509511,0.18796992481203006,7.4,NaN,,4.85,2,2.7923192667471466,81,5,-5.743515171804756
Brian Robinson,RB,SF,17,3.676470588235294,3.202446215739756,2.3032629558541267,4.3478260869565215,3.125,,9.432474323062559,46,2.715736723513367,82,5,-5.820097715038535
Malik Davis,RB,DAL,10,4.0600000000000005,4.809989604978372,0.8237232289950577,4.8076923076923075,8.0,,2.0300000000000002,11,2.6170031185064886,83,5,-5.918831320045413
Jaydon Blue,RB,DAL,5,4.08,4.96960763038693,0.16474464579901155,3.3947368421052633,5.0,,4.08,5,2.5891177108839214,84,5,-5.94671672766798
Brashard Smith,RB,KC,17,3.7235294117647055,4.006639709869841,6.375227686703097,3.4318181818181817,6.88,,3.7235294117647055,17,2.5215374988037533,85,5,-6.0142969397481485
Jerome Ford,RB,CLE,13,3.353846153846154,3.28573060992919,6.142034548944338,3.0416666666666665,3.9615384615384617,,8.449601379013144,44,2.368126970867397,86,5,-6.1677074676845045
Zavier Scott,RB,MIN,11,3.563636363636364,4.668677056141863,3.4334763948497855,3.5625,7.0,,3.563636363636364,11,2.163033246793805,87,5,-6.3728011917580965
Tank Bigsby,RB,PHI,14,3.757142857142857,5.3156827893021905,0.8620689655172413,5.931034482758621,10.666666666666666,,3.731833791208791,44,2.1624380203522,88,5,-6.373396418199702
Ameer Abdullah,RB,IND,13,2.9153846153846152,2.7220844200251375,3.213610586011342,4.285714285714286,6.1875,,4.608183760683761,44,2.098759289377074,89,5,-6.437075149174827
Jacardia Wright,RB,SEA,1,2.0,,0.0,4.0,NaN,,2.0,1,2.0,90,5,-6.535834438551902
Ty Chandler,RB,MIN,3,2.9333333333333336,3.2331615074619044,0.8583690987124464,2.764705882352941,3.6666666666666665,,3.758134920634921,33,1.9633848810947623,91,5,-6.57244955745714
Ray Davis,RB,BUF,17,3.770588235294118,6.2619650176564345,2.7139874739039667,4.741379310344827,8.6,,5.3,34,1.8919987299971877,92,5,-6.643835708554715
Ollie Gordon II,RB,MIA,17,3.182352941176471,4.346296597983973,1.9955654101995564,2.842857142857143,4.571428571428571,,3.182352941176471,17,1.8784639617812788,93,5,-6.657370476770623
Hunter Luepke,RB,DAL,14,2.642857142857143,2.8280774349409135,2.471169686985173,4.4375,8.384615384615385,,1.944761904761905,38,1.7944339123748687,94,5,-6.741400526177033
Raheem Mostert,RB,LV,12,2.45,2.297231535407941,2.434077079107505,4.7272727272727275,5.833333333333333,,8.583504273504273,40,1.760830539377618,95,5,-6.775003899174283
Nate Carter,RB,ATL,2,2.0000000000000004,0.8485281374238574,0.0,6.666666666666667,NaN,,2.0000000000000004,2,1.7454415587728431,96,5,-6.790392879779059
Tyler Badie,RB,DEN,16,2.2125,1.6977926846349645,5.391304347826087,2.875,7.421052631578948,,2.6729166666666666,19,1.7031621946095106,97,5,-6.832672243942391
Corey Kiner,RB,ARI,4,2.325,2.0742468512691543,0.48622366288492713,4.833333333333333,7.5,,2.325,4,1.702725944619254,98,5,-6.833108493932648
Zamir White,RB,LV,5,1.92,1.4166862743741113,1.2170385395537524,2.6666666666666665,6.0,,3.7557051282051277,26,1.4949941176877666,99,5,-7.0408403208641355
Clyde Edwards-Helaire,RB,KC,2,2.1,2.2627416997969525,0.36429872495446264,1.8571428571428572,4.5,,3.9244444444444446,19,1.4211774900609142,100,5,-7.114656948490987
AJ Dillon,RB,PHI,6,1.5166666666666668,0.4070217029430576,0.646551724137931,5.0,7.0,,4.678333333333334,21,1.3945601557837495,101,5,-7.141274282768152
DJ Giddens,RB,IND,5,1.9200000000000004,1.7541379649275028,0.3780718336483932,3.6923076923076925,NaN,,1.9200000000000004,5,1.3937586105217497,102,5,-7.142075828030152
Chris Brooks,RB,GB,17,1.9235294117647062,2.0151083754244787,3.803131991051454,3.925925925925926,7.0,,3.0977421271538916,31,1.3189968991373626,103,5,-7.21683753941454
LeQuint Allen Jr.,RB,JAX,16,1.55,1.0526157893552615,2.1912350597609564,4.086956521739131,5.4,,1.55,16,1.2342152631934216,104,5,-7.30161917535848
Terrell Jennings,RB,NE,6,2.5333333333333337,4.408930331346444,0.20833333333333334,3.1739130434782608,9.0,,2.091666666666667,8,1.2106542339294004,105,5,-7.325180204622502
Tank Bigsby,RB,JAX,1,1.2000000000000002,,0.0,2.4,NaN,,3.731833791208791,44,1.2000000000000002,106,5,-7.335834438551902
George Holani,RB,SEA,10,2.08,3.2379005543716133,0.43956043956043955,3.3181818181818183,7.5,,1.3566666666666667,13,1.108629833688516,107,5,-7.427204604863386
Dare Ogunbowale,RB,HOU,14,1.7214285714285715,2.240253615940897,2.3508137432188065,2.272727272727273,7.6,,2.010846560846561,39,1.0493524866463024,108,5,-7.486481951905599
Dameon Pierce,RB,KC,1,1.0,,0.0,2.5,NaN,,2.9767857142857146,29,1.0,109,5,-7.535834438551902
Will Shipley,RB,PHI,14,1.3928571428571428,1.5779559737030227,2.586206896551724,3.5,6.222222222222222,,1.300274725274725,27,0.9194703507462361,110,5,-7.616364087805666
Evan Hull,RB,NO,6,1.0666666666666667,0.6713171133426189,0.17699115044247787,2.526315789473684,6.0,,1.3833333333333333,7,0.865271532663881,111,5,-7.670562905888021
Amar Johnson,RB,LAC,1,0.8,,0.1855287569573284,4.0,NaN,,0.8,1,0.8,112,5,-7.735834438551902
Rasheen Ali,RB,BAL,15,1.6133333333333333,2.9198499635296007,2.7027027027027026,3.4285714285714284,7.555555555555555,,1.1166666666666667,20,0.7373783442744531,113,5,-7.798456094277449
Kaleb Johnson,RB,PIT,10,0.8800000000000001,0.9089676684141313,0.3868471953578337,2.4642857142857144,9.0,,0.8800000000000001,10,0.6073096994757607,114,5,-7.928524739076141
Myles Gaskin,RB,SEA,1,0.6000000000000001,,0.0,2.0,NaN,,0.55,5,0.6000000000000001,115,5,-7.935834438551902
Khalil Herbert,RB,NYJ,5,1.32,2.405618423607535,0.8658008658008658,3.25,4.0,,4.066607142857142,28,0.5983144729177396,116,5,-7.937519965634162
Hassan Haskins,RB,LAC,11,0.9090909090909091,1.2786356364926996,0.7421150278293136,2.764705882352941,3.25,,1.821212121212121,23,0.5255002181430992,117,5,-8.010334220408803
Kene Nwangwu,RB,NYJ,10,1.09,2.0267379373433227,0.21645021645021645,3.769230769230769,NaN,,1.4175000000000002,20,0.4819786187970033,118,5,-8.053855819754899
D'Ernest Johnson,RB,NE,4,0.625,0.4991659710623979,0.0,1.9230769230769231,NaN,,1.4479166666666667,33,0.47525020868128065,119,5,-8.06058422987062
Trevor Etienne,RB,CAR,17,0.8058823529411765,1.2275333947775589,0.625,4.7,4.333333333333333,,0.8058823529411765,17,0.43762233450790883,120,5,-8.098212104043993
Dameon Pierce,RB,HOU,4,0.65,0.9949874371066201,0.18083182640144665,2.6,NaN,,2.9767857142857146,29,0.351503768868014,121,5,-8.184330669683888
Tyler Goodson,RB,IND,10,0.52,0.5769652406245016,0.5671077504725899,2.6666666666666665,4.0,,2.236031746031746,30,0.3469104278126496,122,5,-8.188924010739253
DeeJay Dallas,RB,JAX,3,0.7000000000000001,1.2124355652982142,0.199203187250996,10.5,NaN,,0.6825367647058824,38,0.3362693304105358,123,5,-8.199565108141366
Josh Williams,RB,TB,2,0.55,0.7778174593052023,0.0,2.75,NaN,,0.55,2,0.31665476220843936,124,5,-8.219179676343462
British Brooks,RB,HOU,8,0.9750000000000001,2.2147234590350107,0.0,4.588235294117647,NaN,,0.5375000000000001,10,0.3105829622894969,125,5,-8.225251476262406
Ronnie Rivers,RB,LA,6,0.7666666666666667,1.645195023900409,0.0,5.111111111111111,NaN,,2.016666666666667,21,0.27310815949654405,126,5,-8.262726279055357
Tahj Brooks,RB,CIN,12,0.5333333333333333,0.8988207762834525,0.3294892915980231,2.8125,9.0,,0.5333333333333333,12,0.2636871004482976,127,5,-8.272147338103604
Trayveon Williams,RB,LAC,2,0.45,0.6363961030678927,0.1855287569573284,-0.3333333333333333,0.0,,1.3578124999999999,27,0.2590811690796322,128,5,-8.27675326947227
Kendall Milton,RB,CIN,1,0.2,,0.0,1.0,NaN,,0.2,1,0.2,129,5,-8.335834438551903
Patrick Ricard,RB,BAL,5,0.42000000000000004,0.7823042886243179,0.4914004914004914,3.0,8.0,,1.3262433862433862,21,0.1853087134127047,130,5,-8.350525725139198
Owen Wright,RB,TB,2,0.30000000000000004,0.42426406871192857,0.0,2.0,NaN,,0.30000000000000004,2,0.17272077938642147,131,5,-8.36311365916548
Roschon Johnson,RB,CHI,6,0.2833333333333334,0.46654760385909894,0.0,8.5,NaN,,4.347948717948718,34,0.1433690521756037,132,5,-8.392465386376298
Kalel Mullings,RB,TEN,4,0.17500000000000002,0.20615528128088306,0.0,2.3333333333333335,NaN,,0.17500000000000002,4,0.11315341561573511,133,5,-8.422681022936167
Reggie Gilliam,RB,BUF,11,0.43636363636363634,1.1092995332846105,0.41753653444676403,2.0,12.0,,0.26545454545454544,23,0.10357377637825321,134,5,-8.432260662173649
Julius Chestnut,RB,TEN,16,0.25,0.644980619863884,0.3780718336483932,3.6363636363636362,NaN,,0.4527777777777778,29,0.056505814040834795,135,5,-8.479328624511068
Dylan Laube,RB,LV,17,0.33529411764705885,0.9333683466821849,0.8113590263691683,1.2857142857142858,6.0,,0.0009803921568627694,23,0.05528361364240336,136,5,-8.480550824909498
Craig Reynolds,RB,DET,5,0.08,0.1788854381999832,0.0,1.3333333333333333,NaN,,1.775277777777778,25,0.026334368540005045,137,5,-8.509500070011896
Sione Vaki,RB,DET,8,0.05,0.14142135623730953,0.0,4.0,NaN,,0.475,17,0.007573593128807142,138,5,-8.528260845423095
Jacob Saylors,RB,DET,11,0.1,0.33166247903554,0.0,5.5,NaN,,0.1,11,0.0005012562893380035,139,5,-8.535333182262564
Isaac Guerendo,RB,SF,7,0.0,0.0,0.0,NaN,NaN,,3.00625,23,0.0,140,5,-8.535834438551902
Avery Williams,RB,NYJ,1,0.0,,0.0,NaN,NaN,,0.0,18,0.0,141,5,-8.535834438551902
D'Ernest Johnson,RB,ARI,1,0.0,,0.0,0.0,NaN,,1.4479166666666667,33,0.0,142,5,-8.535834438551902
Jakob Johnson,RB,HOU,2,0.0,0.0,0.0,NaN,NaN,,0.09166666666666667,11,0.0,143,5,-8.535834438551902
Ulysses Bentley IV,RB,IND,1,0.0,,0.0,0.0,NaN,,0.0,1,0.0,144,5,-8.535834438551902
Robbie Ouzts,RB,SEA,4,0.0,0.0,0.0,NaN,NaN,,0.0,4,0.0,145,5,-8.535834438551902
DeeJay Dallas,RB,CAR,2,0.0,0.0,0.0,0.0,NaN,,0.6825367647058824,38,0.0,146,5,-8.535834438551902
Jordan Mims,RB,TEN,1,0.0,,0.0,NaN,NaN,,1.0875000000000001,11,0.0,147,5,-8.535834438551902
Lew Nichols III,RB,PIT,1,0.0,,0.0,NaN,NaN,,0.0,1,0.0,148,5,-8.535834438551902
Nyheim Hines,RB,NO,1,0.0,,0.0,NaN,NaN,,-0.03333333333333333,4,0.0,149,5,-8.535834438551902
Eric Gray,RB,NYG,1,0.0,,0.0,NaN,NaN,,0.8928571428571429,25,0.0,150,5,-8.535834438551902
Trey Sermon,RB,PIT,3,0.0,0.0,0.0,NaN,NaN,,2.041388888888889,26,0.0,151,5,-8.535834438551902
Cam Akers,RB,SEA,2,0.0,0.0,0.0,NaN,NaN,,5.09469696969697,27,0.0,152,5,-8.535834438551902
Elijah Mitchell,RB,KC,1,0.0,,0.18214936247723132,NaN,NaN,,2.159090909090909,12,0.0,153,5,-8.535834438551902
Brady Russell,RB,SEA,10,0.0,0.0,0.21978021978021978,NaN,NaN,,0.0,24,0.0,154,5,-8.535834438551902
Chase Edmonds,RB,WAS,3,0.0,0.0,0.0,NaN,NaN,,1.526923076923077,16,0.0,155,5,-8.535834438551902
Gary Brightwell,RB,CIN,2,0.0,0.0,0.0,NaN,NaN,,0.9666666666666667,7,0.0,156,5,-8.535834438551902
Travis Homer,RB,CHI,8,-0.025,0.07071067811865477,0.0,-2.0,NaN,,0.2583333333333333,23,-0.04621320343559643,157,5,-8.582047641987499
Nyheim Hines,RB,LAC,3,-0.06666666666666667,0.11547005383792516,0.0,-1.0,NaN,,-0.03333333333333333,4,-0.10130768281804421,158,5,-8.637142121369946
Trey McBride,TE,ARI,17,18.582352941176474,8.366468437617335,27.39059967585089,NaN,9.833333333333334,3.344852941176473,14.832107843137257,50,17.075868292244216,1,1,7.7098114199912136
Tucker Kraft,TE,GB,8,14.649999999999999,9.870446508933334,9.843400447427292,3.0,15.28125,5.044117647058821,9.954341736694678,39,13.202101341437643,2,1,3.8360444691846407
George Kittle,TE,SF,11,14.681818181818182,8.260244328325667,13.24376199616123,-3.0,11.017543859649123,-1.0915151515151535,14.385050505050506,42,11.876290337865935,3,1,2.5102334656129326
Brock Bowers,TE,LV,12,14.683333333333332,10.123674623316766,17.44421906693712,1.0,10.625,-0.7696078431372566,15.06813725490196,29,11.415348593397127,4,2,2.049291721144124
Kyle Pitts,TE,ATL,17,12.4,9.940636297541522,22.779922779922778,NaN,10.545454545454545,4.682352941176472,9.398039215686275,51,10.822514993090484,5,2,1.4564581208374818
Dallas Goedert,TE,PHI,15,12.34,7.17414006793049,17.67241379310345,NaN,9.85,1.9800000000000004,10.811904761904762,39,10.781757979620853,6,2,1.41570110736785
Sam LaPorta,TE,DET,9,11.877777777777778,6.454219119649135,8.90909090909091,NaN,12.225,0.9652777777777786,12.288916122004357,42,10.23109537521637,7,2,0.8650385029633672
Jake Ferguson,TE,DAL,17,11.064705882352941,7.0894235640557,16.80395387149918,1.0,7.317073170731708,3.6075630252100837,9.646498599439775,48,10.020147720699256,8,2,0.6540908484462538
Harold Fannin Jr.,TE,CLE,16,11.65,5.72910696938595,20.537428023032632,1.8571428571428572,10.152777777777779,,11.65,16,9.931267909184216,9,3,0.5652110369312133
Juwan Johnson,TE,NO,17,10.58235294117647,4.82457709210321,18.053097345132745,NaN,11.545454545454545,2.395686274509803,8.764032176973354,45,9.853685695898449,10,3,0.487628823645446
Dalton Schultz,TE,HOU,17,10.452941176470588,5.639161911031065,19.168173598553345,NaN,9.475609756097562,3.5,9.14640522875817,49,9.81119260316127,11,3,0.44513573090826775
Tyler Warren,TE,IND,17,11.088235294117647,4.878381180389297,21.17202268431002,1.3333333333333333,10.75,,11.088235294117647,17,9.624720940000858,12,3,0.2586640677478549
Brenton Strange,TE,JAX,12,9.833333333333334,4.741180009110377,11.952191235059761,NaN,11.73913043478261,3.326190476190477,6.137301587301587,33,9.408836473457363,13,3,0.04277960120436042
Dalton Kincaid,TE,BUF,12,10.508333333333335,6.562075383088291,10.22964509394572,NaN,14.64102564102564,2.754487179487181,9.218643162393162,41,9.366056872253003,14,3,0.0
Travis Kelce,TE,KC,17,11.364705882352942,6.405265526938616,19.672131147540984,1.0,11.197368421052632,-0.8477941176470587,12.734624183006536,48,9.18878798897724,15,3,-0.1772688832757634
Hunter Henry,TE,NE,17,10.51764705882353,7.275492706177848,18.125,NaN,12.8,1.430147058823529,9.609407993966817,46,8.764043364617235,16,4,-0.6020135076357676
Albert Okwuegbunam,TE,LV,1,8.6,,1.2170385395537524,NaN,7.2,,4.3,2,8.6,17,4,-0.766056872253003
Colston Loveland,TE,CHI,16,10.31875,8.500056372362087,15.413533834586465,-2.0,12.293103448275861,,10.31875,16,7.768733088291373,18,4,-1.5973237839616292
AJ Barner,TE,SEA,17,8.664705882352942,6.492875054287448,14.945054945054945,1.4,9.98076923076923,3.431372549019609,6.949019607843137,32,7.746255130772591,19,4,-1.619801741480412
Zach Ertz,TE,WAS,13,9.723076923076924,6.084427369133139,16.666666666666664,NaN,10.08,-0.712217194570135,9.181361775479424,37,7.684083553965942,20,4,-1.6819733182870609
Theo Johnson,TE,NYG,15,8.52,5.823744499890084,14.7117296222664,NaN,11.733333333333333,2.329090909090909,7.3554545454545455,26,7.471603922760247,21,4,-1.8944529494927558
Jake Tonges,TE,SF,10,9.330000000000002,6.441195541201959,8.829174664107486,NaN,8.617647058823529,,4.665000000000001,12,7.397641337639414,22,4,-1.9684155346135883
Darren Waller,TE,MIA,9,9.855555555555556,8.907315969346646,7.5388026607538805,4.0,11.791666666666666,,9.644444444444446,21,7.183360764751562,23,4,-2.1826961075014406
Colby Parkinson,TE,LA,14,9.271428571428572,7.272332032217257,9.63855421686747,NaN,9.488372093023257,,5.824087301587302,45,7.089728961763395,24,4,-2.2763279104896075
Oronde Gadsden II,TE,LAC,15,8.76,7.544420833588601,12.80148423005566,NaN,13.551020408163266,,8.76,15,6.496673749923419,25,5,-2.869383122329584
Chig Okonkwo,TE,TEN,17,7.294117647058823,4.482670881884384,14.933837429111533,NaN,10.0,0.19411764705882284,7.021568627450981,50,6.007551676611155,26,5,-3.3585051956418477
T.J. Hockenson,TE,MIN,15,7.52,4.039660523219388,14.163090128755366,0.0,8.588235294117647,-1.1300000000000008,10.256666666666666,40,5.969101843034183,27,5,-3.3969550292188195
Greg Dulcich,TE,MIA,9,6.977777777777778,3.9622524458247796,7.317073170731707,-7.0,12.884615384615385,,3.0819444444444444,15,5.789102044030344,28,5,-3.576954828222659
Cade Otton,TE,TB,15,8.146666666666667,5.978636570163405,15.0,NaN,9.694915254237289,-1.8961904761904762,8.38670401493931,46,5.784218552760502,29,5,-3.5818383194925003
Mason Taylor,TE,NYJ,13,6.838461538461539,5.198483506680652,14.06926406926407,NaN,8.386363636363637,,6.838461538461539,13,5.2789164864573435,30,5,-4.087140385795659
Shane Zylstra,TE,DET,1,5.0,,0.9090909090909091,NaN,6.666666666666667,,3.3,3,5.0,31,5,-4.366056872253003
Dawson Knox,TE,BUF,16,6.48125,5.224712910773184,10.22964509394572,NaN,11.583333333333334,,5.387559523809524,40,4.913836126768045,32,5,-4.452220745484958
Pat Freiermuth,TE,PIT,15,7.573333333333334,6.448418041511829,10.444874274661508,NaN,11.853658536585366,-2.444313725490195,8.190932857991681,43,4.9055138032327275,33,5,-4.460543069020275
Darnell Washington,TE,PIT,13,5.6461538461538465,2.9136504550750377,8.317214700193423,NaN,11.741935483870968,,3.5817307692307696,34,4.772058709631335,34,5,-4.593998162621667
Tyler Higbee,TE,LA,10,7.109999999999999,6.277906586682468,6.196213425129088,NaN,11.24,-1.7566666666666677,7.736666666666667,28,4.699628023995259,35,5,-4.666428848257744
Mark Andrews,TE,BAL,17,7.705882352941177,6.786150472491317,17.1990171990172,4.8,8.791666666666666,-3.4000000000000012,10.78392156862745,44,4.650037211193781,36,5,-4.716019661059222
David Njoku,TE,CLE,11,7.845454545454545,5.045069600384843,9.213051823416507,NaN,8.878787878787879,-5.654545454545455,11.306818181818182,38,4.635570028975455,37,5,-4.730486843277547
Gunnar Helm,TE,TEN,16,5.73125,3.9886035568019715,10.396975425330812,NaN,8.113636363636363,,5.73125,16,4.534668932959409,38,5,-4.8313879392935934
Brenden Bates,TE,HOU,1,4.300000000000001,,0.3616636528028933,NaN,11.5,,1.8083333333333336,6,4.300000000000001,39,5,-5.066056872253002
Evan Engram,TE,DEN,16,6.425,3.9116066605253996,13.217391304347824,7.0,9.22,-3.519444444444445,9.972167755991284,42,4.195684668509046,40,5,-5.170372203743956
Michael Mayer,TE,LV,13,5.676923076923076,5.60240333043981,10.141987829614605,NaN,9.371428571428572,,4.8321678321678325,37,3.996202077791133,41,5,-5.36985479446187
Cole Kmet,TE,CHI,16,4.91875,3.2408267977991874,9.022556390977442,NaN,11.566666666666666,,7.920833333333333,48,3.9465019606602443,42,5,-5.419554911592758
Tanner Hudson,TE,CIN,10,4.779999999999999,3.150238086240467,3.9538714991762767,NaN,8.842105263157896,,5.247037037037036,31,3.834928574127859,43,5,-5.531128298125143
Noah Fant,TE,CIN,13,5.753846153846154,4.726100468782445,6.754530477759473,NaN,8.470588235294118,-1.674725274725275,6.025250305250306,42,3.8335984307938378,44,5,-5.532458441459164
Austin Hooper,TE,NE,13,4.561538461538462,2.9420906573213266,5.416666666666667,NaN,12.523809523809524,,4.658257918552036,46,3.678911264342064,45,5,-5.687145607910939
Hunter Long,TE,JAX,7,4.642857142857143,3.5874118539030073,3.386454183266932,NaN,7.083333333333333,,2.1233766233766236,19,3.5666335866862413,46,5,-5.799423285566761
Ja'Tavion Sanders,TE,CAR,12,4.5,3.842584357623726,7.083333333333333,NaN,6.551724137931035,,4.6899999999999995,27,3.3472246927128824,47,5,-6.01883217954012
Brock Wright,TE,DET,8,4.6000000000000005,4.214261501141095,4.0,NaN,7.714285714285714,,3.634680134680135,28,3.3357215496576718,48,5,-6.030335322595331
Mike Gesicki,TE,CIN,12,5.891666666666667,5.580560143493798,6.919275123558484,NaN,10.964285714285714,-2.9520833333333334,6.365138888888889,43,3.3318736236185273,49,5,-6.034183248634475
Davis Allen,TE,LA,15,4.1866666666666665,2.9269356639585338,5.679862306368331,NaN,8.666666666666666,,3.0812698412698407,29,3.3085859674791065,50,5,-6.057470904773896
Jackson Hawes,TE,BUF,13,4.053846153846154,2.6266630873332373,3.966597077244259,NaN,11.6875,,4.053846153846154,13,3.2658472276461827,51,5,-6.10020964460682
Terrance Ferguson,TE,LA,11,4.736363636363636,5.202551821418548,4.3029259896729775,0.0,21.0,,4.736363636363636,11,3.175598089938072,52,5,-6.190458782314931
Josh Oliver,TE,MIN,12,4.583333333333333,4.999787874288147,4.07725321888412,NaN,10.666666666666666,,4.722222222222222,37,3.0833969710468887,53,5,-6.282659901206114
Moliki Matavao,TE,NO,1,3.0,,0.35398230088495575,NaN,5.0,,3.0,1,3.0,54,5,-6.366056872253003
Luke Musgrave,TE,GB,13,3.784615384615385,2.6245146071372747,6.935123042505594,NaN,10.5,,4.087945387945388,31,2.9972610024742026,55,5,-6.3687958697788005
Isaiah Likely,TE,BAL,12,5.141666666666667,4.102872238573924,8.845208845208845,NaN,11.37037037037037,-3.1049999999999995,6.869920634920635,41,2.9793049950944894,56,5,-6.386751877158513
Daniel Bellinger,TE,NYG,13,4.584615384615384,5.368091863633694,5.168986083499006,NaN,15.052631578947368,,3.466697191697192,39,2.9741878255252763,57,5,-6.391869046727726
Tommy Tremble,TE,CAR,15,4.260000000000001,4.541365433435192,7.708333333333334,NaN,9.222222222222221,,4.642222222222222,40,2.897590369969443,58,5,-6.46846650228356
Jeremy Ruckert,TE,NYJ,14,3.3500000000000005,2.333946805800786,6.277056277056277,NaN,7.782608695652174,,2.8319047619047617,38,2.6498159582597647,59,5,-6.7162409139932375
Cade Stover,TE,HOU,6,3.316666666666667,2.2622260423456066,2.8933092224231465,0.75,6.333333333333333,,2.8833333333333333,20,2.637998853962985,60,5,-6.728058018290017
Adam Trautman,TE,DEN,13,3.5,2.9337120967584167,4.0,NaN,9.75,,3.5480769230769234,42,2.619886370972475,61,5,-6.7461705012805275
Will Mallory,TE,IND,1,2.6,,0.1890359168241966,NaN,16.0,,2.3679653679653683,19,2.6,62,5,-6.766056872253003
James Mitchell,TE,CAR,2,2.9000000000000004,1.1313708498984762,0.625,NaN,9.333333333333334,,2.6500000000000004,4,2.5605887450304574,63,5,-6.805468127222545
Mitchell Evans,TE,CAR,14,3.442857142857143,3.206175360076308,5.208333333333334,1.0,9.0,,3.442857142857143,14,2.4810045348342507,64,5,-6.885052337418752
Ben Sinnott,TE,WAS,9,3.1555555555555554,2.3722937798210784,3.009259259259259,NaN,10.363636363636363,,2.5634920634920633,16,2.443867421609232,65,5,-6.922189450643771
Zaire Mitchell-Paden,TE,NO,1,2.4000000000000004,,0.17699115044247787,NaN,14.0,,1.5250000000000001,3,2.4000000000000004,66,5,-6.966056872253002
Elijah Higgins,TE,ARI,17,3.4176470588235297,3.9509864739893836,5.9967585089141,NaN,10.033333333333333,,3.332549019607843,43,2.232351116626715,67,5,-7.133705755626288
Julian Hill,TE,MIA,11,2.8181818181818183,1.996906698780983,4.434589800443459,NaN,9.333333333333334,,1.7565367965367964,35,2.2191098085475236,68,5,-7.146947063705479
Noah Gray,TE,KC,14,2.771428571428572,2.032591589923704,6.739526411657559,NaN,8.476190476190476,,4.755059523809524,46,2.1616510944514604,69,5,-7.204405777801542
Tyler Conklin,TE,LAC,6,2.8833333333333333,2.685082245791862,1.855287569573284,2.0,14.428571428571429,,5.914419934640523,39,2.0778086595957745,70,5,-7.288248212657228
Will Dissly,TE,LAC,8,2.5875000000000004,1.8604434955139058,2.9684601113172544,NaN,8.818181818181818,,4.339935897435898,36,2.029366951345829,71,5,-7.336689920907174
Ian Thomas,TE,LV,9,2.711111111111111,2.452266525300851,2.636916835699797,NaN,8.76923076923077,,1.7564814814814813,20,1.9754311535208555,72,5,-7.390625718732148
Taysom Hill,TE,NO,13,3.213846153846154,4.163567257495946,2.831858407079646,2.1923076923076925,8.272727272727273,,8.325448717948719,37,1.96477597659737,73,5,-7.401280895655633
John Bates,TE,WAS,10,2.73,2.6549952918978974,3.7037037037037033,NaN,9.363636363636363,,2.037008547008547,38,1.9335014124306307,74,5,-7.432555459822372
Mo Alie-Cox,TE,IND,11,2.790909090909091,3.1700014338970086,3.780718336483932,NaN,9.0,,3.0076839826839827,37,1.8399086607399884,75,5,-7.526148211513014
Elijah Arroyo,TE,SEA,13,2.838461538461538,3.334551059622685,5.714285714285714,NaN,11.933333333333334,,2.838461538461538,13,1.8380962205747327,76,5,-7.52796065167827
Charlie Kolar,TE,BAL,13,2.784615384615385,3.2320906943355188,3.6855036855036856,NaN,14.2,,2.6752421652421656,32,1.8149881763147293,77,5,-7.551068695938273
Drew Sample,TE,CIN,12,2.658333333333333,2.8509833497595283,3.2948929159802307,3.0,7.066666666666666,,3.1897907647907644,37,1.8030383284054747,78,5,-7.563018543847528
Tanner Conner,TE,MIA,8,2.2625,1.5918879178061323,3.325942350332594,NaN,10.11111111111111,,1.70625,12,1.7849336246581604,79,5,-7.581123247594842
Ben Sims,TE,MIN,3,2.0,0.7549834435270748,1.2875536480686696,NaN,10.0,,2.022222222222222,13,1.7735049669418776,80,5,-7.592551905311125
Anthony Firkser,TE,DET,5,2.66,3.094834405909305,1.8181818181818181,NaN,6.625,,1.33,6,1.7315496782272088,81,5,-7.634507194025794
Lucas Krull,TE,DEN,2,1.75,0.21213203435596414,0.6956521739130435,NaN,7.5,,2.8423809523809527,19,1.6863603896932107,82,5,-7.679696482559792
Josh Whyle,TE,GB,6,2.433333333333333,2.54296414970142,1.342281879194631,NaN,7.2,,3.0659259259259257,30,1.670444088422907,83,5,-7.695612783830096
Nate Adkins,TE,DEN,6,2.8000000000000003,4.032369030731191,1.9130434782608694,NaN,8.0,,2.3133333333333335,26,1.590289290780643,84,5,-7.77576758147236
