player_display_name,position,team,games_played,ppr_per_game,ppr_std_dev,target_share_pct,yards_per_carry,yards_per_reception,ppr_change_24_to_25,career_avg_ppr,career_games_played,composite_score,position_rank,tier,vorp
Grant Calcaterra,TE,PHI,9,2.511111111111111,3.0803589256953665,2.8017241379310347,NaN,8.444444444444445,,3.0437037037037036,27,1.5870034334025012,85,5,-7.779053438850502
Keleki Latu,TE,BUF,3,2.5,3.195309061734091,0.8350730688935281,NaN,8.75,,2.5,3,1.5414072814797728,86,5,-7.82464959077323
Luke Schoonmaker,TE,DAL,14,1.942857142857143,1.428670326247067,3.789126853377265,NaN,9.428571428571429,,2.96984126984127,38,1.514256044983023,87,5,-7.8518008272699795
John FitzPatrick,TE,GB,11,2.290909090909091,2.722665805953623,3.3557046979865772,NaN,6.0,,1.4080808080808083,15,1.4741093491230042,88,5,-7.891947523129998
Jonnu Smith,TE,PIT,17,5.011764705882353,3.916452851902659,10.444874274661508,7.777777777777778,5.842105263157895,-8.064705882352943,8.464705882352941,51,1.4174170856056723,89,5,-7.94863978664733
Foster Moreau,TE,NO,7,1.842857142857143,1.4547131937912974,1.7699115044247788,NaN,8.428571428571429,,3.9535485347985344,36,1.4064431847197538,90,5,-7.959613687533249
Drake Dabney,TE,GB,1,1.3,,0.44742729306487694,NaN,3.0,,1.3,1,1.3,91,5,-8.066056872253002
Luke Farrell,TE,SF,13,2.269230769230769,3.3224952007451205,2.6871401151631478,NaN,7.7272727272727275,,2.225854700854701,35,1.272482209007233,92,5,-8.09357466324577
Cam Grandy,TE,CIN,2,1.35,0.3535533905932738,0.3294892915980231,NaN,3.5,,1.6500000000000001,6,1.243933982822018,93,5,-8.122122889430985
Johnny Mundt,TE,JAX,12,1.675,1.4441889828487886,3.7848605577689245,NaN,12.333333333333334,,2.97452380952381,36,1.2417433051453635,94,5,-8.12431356710764
Charlie Woerner,TE,ATL,7,1.8285714285714287,1.987221079560002,1.7374517374517375,NaN,6.0,,1.1384126984126983,29,1.2324051047034281,95,5,-8.133651767549575
Tip Reiman,TE,ARI,3,1.5999999999999999,1.4422205101855958,0.8103727714748784,NaN,6.0,,1.40625,11,1.167333846944321,96,5,-8.19872302530868
Stone Smartt,TE,NYJ,6,2.033333333333333,3.4696781791207476,1.948051948051948,NaN,7.428571428571429,,2.869444444444444,27,0.9924298795971089,97,5,-8.373626992655893
Sal Cannella,TE,CLE,2,1.55,2.1920310216782974,0.9596928982725527,NaN,5.5,,1.55,2,0.8923906934965108,98,5,-8.473666178756492
Jack Stoll,TE,NO,9,1.8444444444444446,3.201995905334324,1.9469026548672566,NaN,7.666666666666667,,1.3037037037037038,20,0.8838456728441474,99,5,-8.482211199408855
Quintin Morris,TE,JAX,11,1.5909090909090908,2.383885293152565,1.7928286852589643,NaN,9.166666666666666,,2.7836363636363637,23,0.8757435029633213,100,5,-8.490313369289682
Brevyn Spann-Ford,TE,DAL,16,1.5,2.193323201597673,2.14168039538715,NaN,10.0,,1.559090909090909,27,0.8420030395206981,101,5,-8.524053832732305
Devin Culp,TE,TB,4,1.9,3.8,0.1851851851851852,NaN,6.0,,4.3999999999999995,6,0.76,102,5,-8.606056872253003
Brenden Bates,TE,CLE,4,1.125,1.403269990652785,0.5758157389635317,NaN,12.5,,1.8083333333333336,6,0.7040190028041645,103,5,-8.662037869448838
Durham Smythe,TE,CHI,7,0.9285714285714286,0.9141741003300662,1.1278195488721803,NaN,6.25,,2.4858974358974364,34,0.6543191984724088,104,5,-8.711737673780593
Eric Saubert,TE,SEA,9,1.011111111111111,1.237380746218039,1.5384615384615385,NaN,7.75,,1.5453703703703703,24,0.6398968872456994,105,5,-8.726159985007303
Tucker Fisk,TE,LAC,4,0.9750000000000001,1.14418821295566,0.7421150278293136,NaN,9.5,,1.1607142857142858,13,0.6317435361133021,106,5,-8.734313336139701
David Martin-Robinson,TE,TEN,11,1.1818181818181819,2.1674031382362537,1.1342155009451798,NaN,7.5,,0.790909090909091,15,0.5315972403473058,107,5,-8.834459631905696
Josiah Deguara,TE,ARI,7,1.5857142857142856,3.5404465685506263,0.8103727714748784,NaN,7.0,,1.2751322751322751,23,0.5235803151490979,108,5,-8.842476557103904
Ross Dwelley,TE,DET,4,0.675,0.7804912982645396,0.9090909090909091,NaN,3.5,,0.7166666666666668,10,0.4408526105206382,109,5,-8.925204261732365
Jared Wiley,TE,KC,2,0.7,0.9899494936611665,0.18214936247723132,NaN,4.0,,1.2000000000000002,3,0.40301515190165005,110,5,-8.963041720351352
Jelani Woods,TE,NYJ,2,0.7,0.9899494936611665,0.6493506493506493,NaN,4.0,,0.7,2,0.40301515190165005,111,5,-8.963041720351352
Zaire Mitchell-Paden,TE,BAL,2,0.65,0.9192388155425119,0.4914004914004914,NaN,3.0,,1.5250000000000001,3,0.37422835533724647,112,5,-8.991828516915756
Andrew Ogletree,TE,IND,11,1.1545454545454545,2.653813722311209,1.1342155009451798,NaN,6.75,,2.1861111111111113,34,0.35840133785209183,113,5,-9.00765553440091
Robert Tonyan,TE,KC,2,0.55,0.7778174593052023,0.18214936247723132,NaN,1.0,,1.2,14,0.31665476220843936,114,5,-9.049402110044563
Harrison Bryant,TE,HOU,5,0.54,0.7469939758793239,1.0849909584086799,NaN,3.5,,2.06015873015873,25,0.31590180723620287,115,5,-9.0501550650168
Kylen Granson,TE,PHI,12,0.9166666666666666,2.0076369344595304,1.9396551724137931,NaN,5.714285714285714,,2.598611111111111,43,0.3143755863288076,116,5,-9.051681285924195
Ben Yurosek,TE,MIN,6,0.5666666666666667,0.8869423130433379,0.6437768240343348,NaN,7.0,,0.5666666666666667,6,0.3005839727536653,117,5,-9.065472899499337
Carter Runyon,TE,LV,3,0.43333333333333335,0.7505553499465135,0.2028397565922921,NaN,3.0,,0.43333333333333335,3,0.2081667283493793,118,5,-9.157890143903623
Chris Manhertz,TE,NYG,4,0.42500000000000004,0.8500000000000001,0.3976143141153081,NaN,7.0,,0.8130952380952382,19,0.17000000000000004,119,5,-9.196056872253003
Pharaoh Brown,TE,ARI,5,0.42000000000000004,0.9391485505499118,0.3241491085899514,NaN,0.5,,1.7021212121212124,26,0.1382554348350265,120,5,-9.227801437417977
Colson Yankoff,TE,WAS,10,0.38,0.8350648677398262,0.6944444444444444,NaN,9.0,,0.19,14,0.12948053967805212,121,5,-9.23657633257495
Blake Whiteheart,TE,CLE,9,0.26666666666666666,0.5385164807134504,1.1516314779270633,NaN,2.0,,1.3547619047619048,16,0.10511172245263156,122,5,-9.26094514980037
Payne Durham,TE,TB,8,0.2625,0.7424621202458749,0.7407407407407408,NaN,11.0,,2.125,22,0.03976136392623755,123,5,-9.326295508326766
Feleipe Franks,TE,ATL,10,0.04,0.0843274042711568,0.0,2.0,NaN,,0.14222222222222222,19,0.014701778718652962,124,5,-9.35135509353435
Cameron Latu,TE,PHI,10,0.0,0.0,0.0,NaN,NaN,,0.0,10,0.0,125,5,-9.366056872253003
Princeton Fant,TE,DAL,1,0.0,,0.0,NaN,NaN,,0.0,2,0.0,126,5,-9.366056872253003
Travis Vokolek,TE,ARI,1,0.0,,0.0,NaN,NaN,,0.0,1,0.0,127,5,-9.366056872253003
Marcedes Lewis,TE,DEN,1,0.0,,0.0,NaN,NaN,,0.7966666666666667,12,0.0,128,5,-9.366056872253003
Hayden Rucci,TE,MIA,1,0.0,,0.0,NaN,NaN,,0.0,1,0.0,129,5,-9.366056872253003
E.J. Jenkins,TE,PHI,1,0.0,,0.0,NaN,NaN,,1.925,3,0.0,130,5,-9.366056872253003
Thomas Fidone II,TE,NYG,1,0.0,,0.0,NaN,NaN,,0.0,1,0.0,131,5,-9.366056872253003
Ko Kieft,TE,TB,2,0.0,0.0,0.0,NaN,NaN,,0.24,15,0.0,132,5,-9.366056872253003
Justin Shorter,TE,LV,3,0.0,0.0,0.0,NaN,NaN,,0.0,4,0.0,133,5,-9.366056872253003
Nikola Kalinic,TE,CHI,2,0.0,0.0,0.0,NaN,NaN,,0.0,2,0.0,134,5,-9.366056872253003
Nick Kallerup,TE,SEA,4,0.0,0.0,0.21978021978021978,NaN,NaN,,0.0,4,0.0,135,5,-9.366056872253003
Teagan Quitoriano,TE,ATL,2,0.0,0.0,0.0,NaN,NaN,,0.8833333333333334,5,0.0,136,5,-9.366056872253003
Giovanni Ricci,TE,DET,2,0.0,0.0,0.18181818181818182,NaN,NaN,,0.3,4,0.0,137,5,-9.366056872253003
Brayden Willis,TE,SF,6,0.0,0.0,0.19193857965451055,NaN,NaN,,0.0,12,0.0,138,5,-9.366056872253003
Puka Nacua,WR,LA,16,23.4375,10.20881155342449,28.57142857142857,10.5,13.294573643410853,4.655681818181819,19.92604723707665,44,21.7715610794272,1,1,11.721780923265726
Jaxon Smith-Njigba,WR,SEA,17,21.17058823529412,7.481206846649338,35.824175824175825,5.142857142857143,15.067226890756302,6.288235294117648,14.954901960784314,51,20.81269676953461,2,1,10.762916613373136
Rashee Rice,WR,KC,8,18.7625,8.111532795083447,14.207650273224044,4.0,10.773584905660377,2.537499999999998,16.089583333333334,28,17.090290161474964,3,1,7.0405100053134895
Chris Olave,WR,NO,16,16.75,7.914290871581611,27.61061946902655,-3.0,11.63,7.1625,13.597916666666668,40,16.524462738525514,4,2,6.474682582364039
Amon-Ra St. Brown,WR,DET,17,19.058823529411764,10.92920736052765,31.272727272727273,3.0,11.974358974358974,0.46000000000000085,19.446299019607846,50,15.91806132125347,5,2,5.868281165091995
George Pickens,WR,DAL,17,17.170588235294115,9.650632408415158,22.57001647446458,NaN,15.365591397849462,5.4277310924369715,13.731932773109243,48,15.90371784050066,6,2,5.853937684339185
Ja'Marr Chase,WR,CIN,16,19.6,10.26268320989529,30.477759472817134,4.666666666666667,11.296,-4.105882352941176,19.908627450980394,49,15.289430331149061,7,2,5.239650174987586
Drake London,WR,ATL,12,16.825,11.453949299060762,21.62162162162162,NaN,13.514705882352942,0.30735294117646816,14.747132352941177,45,13.48102109263471,8,2,3.4312409364732357
CeeDee Lamb,WR,DAL,13,15.453846153846154,5.9845099193132745,19.27512355848435,2.0,14.36,-2.1061538461538483,18.910497737556565,45,13.026647024206017,9,3,2.9768668680445423
Jakobi Meyers,WR,JAX,9,11.955555555555556,4.5114052996575005,12.151394422310757,2.6,11.5,7.165079365079366,12.47324900793651,47,12.751657775182116,10,3,2.7018776190206406
Zay Flowers,WR,BAL,17,14.311764705882354,7.483054385822441,28.992628992628994,6.2,14.081395348837209,1.988235294117647,13.17843137254902,50,12.663318978370915,11,3,2.6135388222094402
Christian Watson,WR,GB,10,13.24,7.669738515027021,12.304250559284116,3.0,17.457142857142856,5.718571428571429,10.672328042328042,33,12.654649874063322,12,3,2.604869717901847
Nico Collins,WR,HOU,15,15.080000000000002,6.499252704294988,21.699819168173597,7.5,15.732394366197184,-2.469999999999999,16.663333333333334,42,12.389224188711506,13,3,2.3394440325500305
Tyreek Hill,WR,MIA,4,13.375,4.006141119165258,6.430155210643015,NaN,12.619047619047619,0.5397058823529424,16.57843137254902,37,12.335069428956306,14,3,2.285289272794831
Wan'Dale Robinson,WR,NYG,16,13.61875,8.190011701253342,27.833001988071572,1.6666666666666667,11.021739130434783,2.8716911764705877,11.081936274509806,48,12.023253842565174,15,3,1.9734736864036986
Quentin Johnston,WR,LAC,13,13.169230769230769,7.442936765303578,15.584415584415584,3.5,14.411764705882353,1.5225641025641004,10.115103066867773,45,11.393118970408926,16,4,1.343338814247451
Michael Wilson,WR,ARI,17,12.976470588235294,10.602919964080927,20.42139384116694,NaN,12.897435897435898,5.195220588235294,9.855137631975866,46,11.354160775481605,17,4,1.3043806193201295
Rashid Shaheed,WR,NO,9,11.600000000000001,4.691215194381941,11.68141592920354,2.5,11.340909090909092,3.7666666666666675,10.385000000000002,39,11.322635441685419,18,4,1.272855285523944
A.J. Brown,WR,PHI,15,14.686666666666667,9.751546885836456,26.07758620689655,NaN,12.85897435897436,-1.9979487179487165,16.135525389643036,45,11.161817985531115,19,4,1.1120378293696405
Garrett Wilson,WR,NYJ,7,14.214285714285714,9.657713423550554,12.770562770562771,NaN,10.972222222222221,-0.6033613445378165,13.857703081232494,41,11.135963283859203,20,4,1.086183127697728
Jaylen Waddle,WR,MIA,16,12.1325,6.871203194007097,22.172949002217297,14.0,14.21875,2.1591666666666676,12.09718253968254,45,10.71888904179787,21,4,0.6691088856363958
Parker Washington,WR,JAX,16,11.54375,7.405490643209717,18.92430278884462,0.0,14.60344827586207,4.6151785714285705,7.7907738095238095,38,10.706656378465654,22,4,0.6568762223041791
Jakobi Meyers,WR,LV,7,9.742857142857144,4.125068541999088,9.939148073022313,NaN,10.666666666666666,7.165079365079366,12.47324900793651,47,10.654860389781227,23,4,0.605080233619752
DK Metcalf,WR,PIT,15,12.479999999999999,5.99930948407517,19.148936170212767,6.0,14.40677966101695,-0.2666666666666675,13.104722222222222,46,10.600207154777447,24,4,0.550426998615972
Rome Odunze,WR,CHI,12,12.174999999999999,9.172699116994359,16.917293233082706,NaN,15.022727272727273,3.651470588235293,10.349264705882351,29,10.51863144137228,25,5,0.4688512852108051
Tetairoa McMillan,WR,CAR,17,12.552941176470588,7.066922743232978,25.416666666666664,NaN,14.485714285714286,,12.552941176470588,17,10.432864353500694,26,5,0.38308419733921895
Alec Pierce,WR,IND,15,12.22,8.302426495566564,15.879017013232513,NaN,21.340425531914892,2.1325000000000003,9.306421568627451,48,10.369022051330031,27,5,0.31924189516855606
Tee Higgins,WR,CIN,15,14.106666666666666,8.225870919297991,16.14497528830313,NaN,14.338983050847459,-4.401666666666671,14.69388888888889,39,10.318405390877267,28,5,0.2686252347157918
Michael Pittman,WR,IND,17,11.905882352941177,7.489448460019877,20.982986767485823,NaN,9.8,1.543382352941176,12.676960784313726,49,10.122062520817567,29,5,0.0722823646560915
Deebo Samuel Sr.,WR,WAS,16,11.762500000000001,6.942609979923496,22.916666666666664,4.411764705882353,10.097222222222221,1.389166666666668,12.794166666666667,46,10.096467006022953,30,5,0.04668684986147831
Courtland Sutton,WR,DEN,17,12.923529411764706,7.483943597108806,21.565217391304348,NaN,13.743243243243244,-2.0952205882352946,13.2765931372549,49,10.049780156161475,31,5,0.0
Jameson Williams,WR,DET,17,12.935294117647059,8.963254234405506,18.545454545454547,2.0,17.184615384615384,-1.2113725490196092,11.257875816993463,44,9.882906082619524,32,5,-0.16687407354195116
Stefon Diggs,WR,NE,17,12.370588235294118,6.811641203289627,21.25,NaN,11.91764705882353,-2.869411764705882,14.572156862745098,42,9.466272344895465,33,5,-0.5835078112660099
Jauan Jennings,WR,SF,15,11.553333333333335,5.710124675479846,17.274472168905948,NaN,11.690909090909091,-2.4799999999999986,9.84940170940171,43,9.096295930689381,34,5,-0.9534842254720939
Emeka Egbuka,WR,TB,17,11.511764705882353,8.421318361229226,23.51851851851852,4.5,14.88888888888889,,11.511764705882353,17,8.985369197513585,35,5,-1.0644109586478905
Davante Adams,WR,LA,14,15.921428571428573,6.839385776675988,19.62134251290878,NaN,13.15,-16.89978354978355,16.088601349630764,45,8.799677773490712,36,5,-1.2501023826707627
Terry McLaurin,WR,WAS,10,11.42,5.10050106471032,13.88888888888889,NaN,15.31578947368421,-4.332941176470589,13.041960784313725,44,8.589967327645727,37,5,-1.459812828515748
DeVonta Smith,WR,PHI,17,11.870588235294116,7.798698986520312,24.353448275862068,NaN,13.090909090909092,-3.4678733031674227,13.811349924585217,46,8.490616548387795,38,5,-1.5591636077736801
Jayden Reed,WR,GB,5,9.7,2.4779023386727728,4.921700223713646,9.333333333333334,10.894736842105264,-1.8882352941176475,11.621078431372547,38,8.390158710162874,39,5,-1.6596214459986012
Ricky Pearsall,WR,SF,9,9.844444444444445,6.514620309563542,10.17274472168906,-1.0,14.666666666666666,1.344444444444445,9.172222222222222,20,8.293391684908716,40,5,-1.7563884712527589
Malik Nabers,WR,NYG,4,14.275,16.119217309369173,6.958250497017893,NaN,15.055555555555555,-3.9650000000000016,16.2575,19,8.249734807189247,41,5,-1.800045348972228
Marvin Harrison Jr.,WR,ARI,12,10.65,7.103712217758211,11.831442463533225,NaN,14.829268292682928,-0.9088235294117641,11.104411764705883,29,8.246239275849007,42,5,-1.8035408803124682
Keenan Allen,WR,LAC,17,10.74705882352941,6.805890614667819,22.634508348794064,NaN,9.592592592592593,-1.5462745098039221,14.830387129210658,45,8.241409286187888,43,5,-1.8083708699735865
Romeo Doubs,WR,GB,16,10.3375,7.260842467188868,19.015659955257274,NaN,13.163636363636364,0.1759615384615394,10.252620663650076,46,8.212035721381802,44,5,-1.8377444347796725
Troy Franklin,WR,DEN,17,10.41764705882353,7.625306165502279,18.086956521739133,2.4,10.907692307692308,,7.305698529411765,33,8.130055209172847,45,5,-1.9197249469886284
Khalil Shakir,WR,BUF,16,10.4,5.800689614175198,19.832985386221296,5.0,9.98611111111111,-1.7666666666666657,9.878472222222221,47,8.129793115747441,46,5,-1.9199870404140338
Ladd McConkey,WR,LAC,16,11.30625,6.855408448808868,19.666048237476808,NaN,11.954545454545455,-3.75,13.18125,32,8.12462746535734,47,5,-1.9251526908041345
Justin Jefferson,WR,MIN,17,11.852941176470589,5.792248877493398,30.257510729613735,3.5,12.476190476190476,-6.8223529411764705,16.91607843137255,44,8.068560630869626,48,5,-1.9812195252918485
Tre Tucker,WR,LV,17,9.511764705882353,8.937902603025861,18.66125760649087,4.636363636363637,12.210526315789474,1.905882352941176,7.546907993966818,47,7.402158630856947,49,5,-2.647621525304528
Mack Hollins,WR,NE,14,8.1,4.614525561078425,13.541666666666666,4.0,11.956521739130435,2.288235294117647,5.834477124183007,43,7.402112919911766,50,5,-2.647667236249709
Theo Wease Jr.,WR,MIA,3,8.633333333333333,4.188476254359494,2.2172949002217295,NaN,23.166666666666668,,8.633333333333333,3,7.376790457025485,51,5,-2.6729896991359903
Mike Evans,WR,TB,8,10.600000000000001,5.79901469463317,11.481481481481481,NaN,12.266666666666667,-6.571428571428569,14.796358543417368,39,6.88886702018148,52,5,-3.160913135979995
Kayshon Boutte,WR,NE,14,8.864285714285714,7.372360768214161,9.583333333333334,NaN,16.696969696969695,0.737619047619047,6.096984126984128,32,6.87386319810718,53,5,-3.1759169580542954
Marquise Brown,WR,KC,16,8.60625,5.6867646044712155,13.479052823315119,NaN,11.979591836734693,-0.4437500000000014,9.33926282051282,31,6.767095618658634,54,5,-3.282684537502841
Keon Coleman,WR,BUF,12,8.533333333333333,6.051045489430031,12.31732776617954,NaN,10.631578947368421,-0.043589743589743435,8.555128205128206,25,6.7049427634274,55,5,-3.3448373927340747
John Metchie III,WR,NYJ,9,7.344444444444445,5.60827761240274,9.523809523809524,-1.6666666666666667,8.827586206896552,3.2544444444444434,4.158611111111112,37,6.6382944940569555,56,5,-3.4114856621045195
Jordan Addison,WR,MIN,14,9.65,5.661441784291619,16.95278969957082,40.5,14.523809523809524,-4.516666666666666,12.278104575163399,46,6.596567464712515,57,5,-3.45321269144896
DJ Moore,WR,CHI,17,10.128235294117648,8.190622866496568,15.977443609022558,5.266666666666667,13.64,-3.877647058823529,13.66235294117647,51,6.507754316521618,58,5,-3.542025839639857
Jalen Coker,WR,CAR,11,8.218181818181819,5.865461308681215,8.958333333333334,NaN,11.93939393939394,-0.1963636363636354,8.316363636363636,22,6.399634334668364,59,5,-3.650145821493111
Brian Thomas Jr.,WR,JAX,14,9.914285714285715,5.013651692798704,18.127490039840637,7.0,14.729166666666666,-6.791596638655463,13.310084033613446,31,6.372711214849464,60,5,-3.677068941312011
Luther Burden III,WR,CHI,15,8.526666666666667,7.540980105555309,11.278195488721805,6.166666666666667,13.872340425531915,,8.526666666666667,15,6.264372635000075,61,5,-3.7854075211614004
Elic Ayomanor,WR,TEN,16,7.28125,4.239216712239814,16.824196597353495,NaN,12.560975609756097,,7.28125,16,6.009484986328056,62,5,-4.040295169833419
Jayden Higgins,WR,HOU,17,7.617647058823529,5.370548772485644,12.296564195298371,NaN,12.804878048780488,,7.617647058823529,17,6.006482427077836,63,5,-4.043297729083639
Josh Downs,WR,IND,16,8.65,4.736383993441973,16.6351606805293,-1.0,9.758620689655173,-4.457142857142857,10.332773109243698,47,5.891941944824551,64,5,-4.157838211336924
Darius Slayton,WR,NYG,14,7.057142857142858,4.123985056623357,12.524850894632205,NaN,14.54054054054054,0.18214285714285783,7.604831932773109,47,5.8745901972987085,65,5,-4.175189958862767
Malik Washington,WR,MIA,17,6.864705882352942,3.3196274596087187,14.412416851441243,6.470588235294118,6.891304347826087,,5.460924369747899,31,5.868817644470326,66,5,-4.180962511691149
Adonai Mitchell,WR,NYJ,8,8.2125,8.308074815675239,12.554112554112553,-4.0,12.541666666666666,,4.716617647058824,33,5.720077555297429,67,5,-4.329702600864046
Chimere Dike,WR,TEN,17,7.535294117647059,6.477648220657573,13.988657844990549,1.6363636363636365,8.8125,,7.535294117647059,17,5.591999651449787,68,5,-4.457780504711688
Tory Horton,WR,SEA,8,8.1375,8.701221178662223,4.835164835164836,NaN,12.384615384615385,,8.1375,8,5.5271336464013325,69,5,-4.5226465097601425
Ryan Flournoy,WR,DAL,15,7.6,7.229305439864687,9.225700164744646,6.25,11.875,,4.811111111111111,24,5.431208368040593,70,5,-4.618571788120882
Xavier Worthy,WR,KC,14,7.8500000000000005,4.524590929235822,13.296903460837886,7.909090909090909,12.666666666666666,-3.8499999999999988,9.775,30,5.337622721229255,71,5,-4.71215743493222
Sterling Shepard,WR,TB,13,6.3076923076923075,3.6286961704496425,9.814814814814815,4.75,9.512820512820513,0.1307692307692312,4.904871794871794,36,5.258314225788184,72,5,-4.791465930373291
Rashid Shaheed,WR,SEA,9,5.800000000000001,5.6118178872803774,5.714285714285714,9.142857142857142,12.533333333333333,3.7666666666666675,10.385000000000002,39,5.246454633815888,73,5,-4.803325522345587
Devaughn Vele,WR,NO,9,7.366666666666666,6.797977640445723,6.902654867256637,NaN,11.72,-0.8256410256410254,7.7794871794871785,22,5.079581066840642,74,5,-4.970199089320833
Tyquan Thornton,WR,KC,12,6.733333333333333,5.705712182992717,6.739526411657559,NaN,23.05263157894737,,3.9768518518518516,25,5.021619678435519,75,5,-5.028160477725956
Kevin Austin Jr.,WR,NO,5,6.6,5.627166249543371,4.070796460176991,NaN,10.76923076923077,,4.9875,13,4.911850125136988,76,5,-5.137930031024487
Kendrick Bourne,WR,SF,14,6.578571428571429,6.890816471823325,10.17274472168906,NaN,14.891891891891891,1.1535714285714294,8.167857142857143,34,4.857397915595861,77,5,-5.192382240565614
Greg Dortch,WR,ARI,12,6.258333333333334,6.021243956848019,5.348460291734198,2.142857142857143,7.103448275862069,0.946568627450981,5.200449346405229,45,4.7359307345142225,78,5,-5.3138494216472525
Xavier Hutchinson,WR,HOU,16,6.125,5.369978274319801,10.30741410488246,7.333333333333333,12.228571428571428,,3.214285714285714,42,4.514006517704059,79,5,-5.535773638457416
Pat Bryant,WR,DEN,13,5.753846153846154,4.136346089770412,8.521739130434783,NaN,12.193548387096774,,5.753846153846154,13,4.51294232691503,80,5,-5.536837829246445
Jalen McMillan,WR,TB,4,7.475,7.440150088091861,2.7777777777777777,1.0,14.833333333333334,-2.940384615384616,8.945192307692308,17,4.360839588957057,81,5,-5.688940567204418
Olamide Zaccheaus,WR,CHI,14,6.057142857142858,4.598948757088914,12.218045112781954,6.25,8.025641025641026,-1.0928571428571425,5.566017316017317,41,4.349601087159041,82,5,-5.700179069002434
Marvin Mims Jr.,WR,DEN,15,6.333333333333333,5.539425791112116,8.869565217391303,6.5,8.702702702702704,-1.284313725490196,6.20657679738562,48,4.286211478352639,83,5,-5.763568677808836
Calvin Austin III,WR,PIT,14,6.1571428571428575,5.502546862864684,10.638297872340425,NaN,12.0,-0.9487394957983186,5.518925070028011,47,4.221756949543957,84,5,-5.828023206617518
Tez Johnson,WR,TB,15,6.16,6.507665809313988,8.148148148148149,3.142857142857143,11.5,,6.16,15,4.207700257205804,85,5,-5.842079898955671
Shedrick Jackson,WR,LV,3,5.3,3.7242448899072143,1.0141987829614605,3.0,14.0,,2.65,5,4.182726533027836,86,5,-5.867053623133639
Luke McCaffrey,WR,WAS,9,5.7,5.220392705534709,3.4722222222222223,NaN,18.454545454545453,,4.188461538461539,22,4.133882188339587,87,5,-5.915897967821888
Andrei Iosivas,WR,CIN,15,5.993333333333334,5.18176289178371,9.555189456342669,4.666666666666667,13.181818181818182,-1.0596078431372549,5.882091503267975,43,4.120922112857044,88,5,-5.928858043304431
KaVontae Turpin,WR,DAL,15,5.633333333333334,4.650755187012515,6.260296540362438,5.235294117647059,15.23076923076923,-0.49607843137254903,5.164665032679739,48,4.089283247817815,89,5,-5.96049690834366
Chris Godwin Jr.,WR,TB,9,9.222222222222221,6.729186016484047,9.444444444444445,NaN,10.909090909090908,-10.463492063492065,13.73793962029256,33,4.064418798229388,90,5,-5.985361357932087
Jared Wayne,WR,HOU,1,4.0,,0.3616636528028933,NaN,10.0,,4.0,1,4.0,91,5,-6.049780156161475
Quentin Skinner,WR,NYJ,1,4.0,,0.21645021645021645,NaN,10.0,,4.0,1,4.0,92,5,-6.049780156161475
Van Jefferson,WR,TEN,14,5.0,3.380714535306223,9.829867674858223,NaN,12.068965517241379,,4.0625,43,3.985785639408133,93,5,-6.063994516753342
Tyler Lockett,WR,LV,10,5.01,3.7848968868972435,6.896551724137931,NaN,10.045454545454545,0.3209243697478996,6.615525210084034,51,3.970808244855197,94,5,-6.078971911306278
Cooper Kupp,WR,SEA,16,7.26875,4.053594084266455,15.384615384615385,NaN,12.617021276595745,-7.314583333333334,11.850694444444445,40,3.8582967747200634,95,5,-6.191483381441412
Brandin Cooks,WR,NO,9,3.9444444444444446,1.6674164979925616,4.424778761061947,NaN,8.68421052631579,1.0844444444444452,6.457361111111111,39,3.7695528283800095,96,5,-6.280227327781466
Isaac TeSlaa,WR,DET,14,5.421428571428572,5.6063396218962644,4.909090909090909,NaN,14.9375,,5.421428571428572,14,3.739526684859692,97,5,-6.310253471301783
Josh Reynolds,WR,NYJ,5,4.62,2.9659737018389087,4.545454545454546,NaN,9.181818181818182,,5.157500000000001,29,3.7302078894483275,98,5,-6.3195722667131475
Matthew Golden,WR,GB,14,5.0,4.30080493360523,9.843400447427292,4.9,12.448275862068966,,5.0,14,3.709758519918431,99,5,-6.340021636243044
Calvin Ridley,WR,TEN,7,6.757142857142857,5.483264581997707,6.805293005671078,NaN,17.823529411764707,-4.960504201680673,10.66610644257703,41,3.6240122220393434,100,5,-6.425767934122131
Cedric Tillman,WR,CLE,12,5.0,4.588126969789425,7.485604606525912,NaN,12.857142857142858,,5.983838383838385,32,3.6235619090631728,101,5,-6.426218247098302
Jalen Nailor,WR,MIN,17,5.923529411764706,6.655592517928503,11.373390557939913,6.5,15.310344827586206,-1.0764705882352938,4.963398692810458,35,3.6039104799155672,102,5,-6.445869676245907
Zay Jones,WR,ARI,6,5.05,4.881290812889557,2.9173419773095626,NaN,15.25,,5.487037037037037,21,3.5856127561331324,103,5,-6.464167400028343
Dontayvion Wicks,WR,GB,13,5.8307692307692305,7.019542318340588,10.290827740492169,6.0,11.066666666666666,-0.6692307692307695,6.771589743589743,45,3.524137304497823,104,5,-6.525642851663652
Jacoby Jones,WR,WAS,1,3.5,,0.23148148148148145,NaN,25.0,,3.5,1,3.5,105,5,-6.549780156161475
Jakobie Keeney-James,WR,GB,1,3.5,,0.44742729306487694,NaN,7.5,,3.5,1,3.5,106,5,-6.549780156161475
Lil'Jordan Humphrey,WR,DEN,5,5.0200000000000005,5.070207096362041,2.608695652173913,NaN,11.222222222222221,,4.6634415584415585,32,3.498937871091388,107,5,-6.550842285070087
Tre Harris,WR,LAC,16,4.3375,2.876079507477729,7.977736549165121,5.0,10.8,,4.3375,16,3.4746761477566817,108,5,-6.575104008404793
